SalesOrderLineKey,ResellerKey,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Extended Amount,Unit Price Discount Pct,Product Standard Cost,Total Product Cost,Sales Amount
50314002,433,-1,389,2023-05-29,2023-06-08,2023-06-05,1,1,600.26,600.26,0.0,605.65,605.65,600.26
50314003,433,-1,273,2023-05-29,2023-06-08,2023-06-05,1,2,202.33,404.66,0.0,187.16,374.31,404.66
50314004,433,-1,224,2023-05-29,2023-06-08,2023-06-05,1,1,5.19,5.19,0.0,5.23,5.23,5.19
50314005,433,-1,369,2023-05-29,2023-06-08,2023-06-05,1,2,1466.01,2932.02,0.0,1518.79,3037.57,2932.02
50314006,433,-1,271,2023-05-29,2023-06-08,2023-06-05,1,2,202.33,404.66,0.0,187.16,374.31,404.66
50314007,433,-1,341,2023-05-29,2023-06-08,2023-06-05,1,2,469.79,939.59,0.0,486.71,973.41,939.59
50314008,433,-1,321,2023-05-29,2023-06-08,2023-06-05,1,2,469.79,939.59,0.0,486.71,973.41,939.59
50314009,433,-1,329,2023-05-29,2023-06-08,2023-06-05,1,1,469.79,469.79,0.0,486.71,486.71,469.79
50314010,433,-1,379,2023-05-29,2023-06-08,2023-06-05,1,3,1308.94,3926.81,0.0,1320.68,3962.05,3926.81
50314011,433,-1,373,2023-05-29,2023-06-08,2023-06-05,1,2,1308.94,2617.88,0.0,1320.68,2641.37,2617.88
50314012,433,-1,458,2023-05-29,2023-06-08,2023-06-05,1,1,44.99,44.99,0.0,30.93,30.93,44.99
50314013,433,-1,368,2023-05-29,2023-06-08,2023-06-05,1,2,1466.01,2932.02,0.0,1518.79,3037.57,2932.02
50314014,433,-1,371,2023-05-29,2023-06-08,2023-06-05,1,1,1308.94,1308.94,0.0,1320.68,1320.68,1308.94
50314015,433,-1,414,2023-05-29,2023-06-08,2023-06-05,1,4,149.03,596.12,0.0,110.28,441.13,596.12
50314016,433,-1,375,2023-05-29,2023-06-08,2023-06-05,1,4,1308.94,5235.75,0.0,1320.68,5282.74,5235.75
50314017,433,-1,339,2023-05-29,2023-06-08,2023-06-05,1,4,469.79,1879.18,0.0,486.71,1946.83,1879.18
50314018,433,-1,263,2023-05-29,2023-06-08,2023-06-05,1,2,202.33,404.66,0.0,187.16,374.31,404.66
50314019,433,-1,286,2023-05-29,2023-06-08,2023-06-05,1,2,183.94,367.88,0.0,170.14,340.29,367.88
50314020,433,-1,331,2023-05-29,2023-06-08,2023-06-05,1,4,469.79,1879.18,0.0,486.71,1946.83,1879.18
50314021,433,-1,415,2023-05-29,2023-06-08,2023-06-05,1,1,198.04,198.04,0.0,146.55,146.55,198.04
50314022,433,-1,337,2023-05-29,2023-06-08,2023-06-05,1,3,469.79,1409.38,0.0,486.71,1460.12,1409.38
50314023,433,-1,323,2023-05-29,2023-06-08,2023-06-05,1,4,469.79,1879.18,0.0,486.71,1946.83,1879.18
50314024,433,-1,387,2023-05-29,2023-06-08,2023-06-05,1,2,600.26,1200.53,0.0,605.65,1211.3,1200.53
50314025,433,-1,422,2023-05-29,2023-06-08,2023-06-05,1,4,67.54,270.16,0.0,49.98,199.92,270.16
50314026,433,-1,335,2023-05-29,2023-06-08,2023-06-05,1,3,469.79,1409.38,0.0,486.71,1460.12,1409.38
50314027,433,-1,381,2023-05-29,2023-06-08,2023-06-05,1,2,600.26,1200.53,0.0,605.65,1211.3,1200.53
50314028,433,-1,383,2023-05-29,2023-06-08,2023-06-05,1,5,600.26,3001.31,0.0,605.65,3028.25,3001.31
50314029,433,-1,343,2023-05-29,2023-06-08,2023-06-05,1,2,469.79,939.59,0.0,486.71,973.41,939.59
50314030,433,-1,333,2023-05-29,2023-06-08,2023-06-05,1,4,469.79,1879.18,0.0,486.71,1946.83,1879.18
50315001,45,-1,429,2023-05-29,2023-06-08,2023-06-05,5,3,324.45,973.36,0.0,300.12,900.36,973.36
50315002,45,-1,339,2023-05-29,2023-06-08,2023-06-05,5,1,469.79,469.79,0.0,486.71,486.71,469.79
50315003,45,-1,370,2023-05-29,2023-06-08,2023-06-05,5,4,1466.01,5864.04,0.0,1518.79,6075.15,5864.04
50315004,45,-1,369,2023-05-29,2023-06-08,2023-06-05,5,1,1466.01,1466.01,0.0,1518.79,1518.79,1466.01
50315005,45,-1,415,2023-05-29,2023-06-08,2023-06-05,5,4,198.04,792.14,0.0,146.55,586.19,792.14
50315006,45,-1,407,2023-05-29,2023-06-08,2023-06-05,5,5,65.6,328.01,0.0,48.55,242.73,328.01
50315007,45,-1,439,2023-05-29,2023-06-08,2023-06-05,5,1,780.82,780.82,0.0,722.26,722.26,780.82
50315008,45,-1,242,2023-05-29,2023-06-08,2023-06-05,5,1,780.82,780.82,0.0,722.26,722.26,780.82
50315009,45,-1,239,2023-05-29,2023-06-08,2023-06-05,5,1,780.82,780.82,0.0,722.26,722.26,780.82
50315010,45,-1,335,2023-05-29,2023-06-08,2023-06-05,5,6,469.79,2818.76,0.0,486.71,2920.24,2818.76
50315011,45,-1,414,2023-05-29,2023-06-08,2023-06-05,5,4,149.03,596.12,0.0,110.28,441.13,596.12
50315012,45,-1,381,2023-05-29,2023-06-08,2023-06-05,5,1,600.26,600.26,0.0,605.65,605.65,600.26
50315013,45,-1,377,2023-05-29,2023-06-08,2023-06-05,5,2,1308.94,2617.88,0.0,1320.68,2641.37,2617.88
50316001,401,-1,224,2023-05-29,2023-06-08,2023-06-05,1,5,5.19,25.93,0.0,5.23,26.15,25.93
50316002,401,-1,233,2023-05-29,2023-06-08,2023-06-05,1,2,28.84,57.68,0.0,29.08,58.16,57.68
50316003,401,-1,352,2023-05-29,2023-06-08,2023-06-05,1,2,1242.85,2485.7,0.0,1117.86,2235.71,2485.7
50316004,401,-1,358,2023-05-29,2023-06-08,2023-06-05,1,3,1229.46,3688.38,0.0,1105.81,3317.43,3688.38
50316005,401,-1,458,2023-05-29,2023-06-08,2023-06-05,1,4,44.99,179.98,0.0,30.93,123.73,179.98
50316006,401,-1,468,2023-05-29,2023-06-08,2023-06-05,1,4,22.79,91.18,0.0,15.67,62.68,91.18
50316007,401,-1,470,2023-05-29,2023-06-08,2023-06-05,1,6,22.79,136.76,0.0,15.67,94.03,136.76
50316008,401,-1,469,2023-05-29,2023-06-08,2023-06-05,1,2,22.79,45.59,0.0,15.67,31.34,45.59
50317001,214,-1,447,2023-05-30,2023-06-09,2023-06-06,10,1,15.0,15.0,0.0,10.31,10.31,15.0
50317002,214,-1,329,2023-05-30,2023-06-09,2023-06-06,10,2,469.79,939.59,0.0,486.71,973.41,939.59
50318001,211,-1,267,2023-05-30,2023-06-09,2023-06-06,7,1,202.33,202.33,0.0,187.16,187.16,202.33
50319001,348,-1,289,2023-05-30,2023-06-09,2023-06-06,3,1,744.27,744.27,0.0,660.91,660.91,744.27
50319002,348,-1,410,2023-05-30,2023-06-09,2023-06-06,3,1,36.45,36.45,0.0,26.97,26.97,36.45
50320001,694,-1,383,2023-05-31,2023-06-10,2023-06-07,3,1,600.26,600.26,0.0,605.65,605.65,600.26
50321001,218,-1,377,2023-05-31,2023-06-10,2023-06-07,1,1,1308.94,1308.94,0.0,1320.68,1320.68,1308.94
50321002,218,-1,337,2023-05-31,2023-06-10,2023-06-07,1,2,469.79,939.59,0.0,486.71,973.41,939.59
50321003,218,-1,371,2023-05-31,2023-06-10,2023-06-07,1,2,1308.94,2617.88,0.0,1320.68,2641.37,2617.88
50321004,218,-1,343,2023-05-31,2023-06-10,2023-06-07,1,3,469.79,1409.38,0.0,486.71,1460.12,1409.38
50321005,218,-1,325,2023-05-31,2023-06-10,2023-06-07,1,4,469.79,1879.18,0.0,486.71,1946.83,1879.18
50321006,218,-1,271,2023-05-31,2023-06-10,2023-06-07,1,3,202.33,607.0,0.0,187.16,561.47,607.0
50321007,218,-1,286,2023-05-31,2023-06-10,2023-06-07,1,1,183.94,183.94,0.0,170.14,170.14,183.94
50321008,218,-1,273,2023-05-31,2023-06-10,2023-06-07,1,3,202.33,607.0,0.0,187.16,561.47,607.0
50321009,218,-1,339,2023-05-31,2023-06-10,2023-06-07,1,1,469.79,469.79,0.0,486.71,486.71,469.79
50321010,218,-1,375,2023-05-31,2023-06-10,2023-06-07,1,2,1308.94,2617.88,0.0,1320.68,2641.37,2617.88
50321011,218,-1,331,2023-05-31,2023-06-10,2023-06-07,1,3,469.79,1409.38,0.0,486.71,1460.12,1409.38
50321012,218,-1,387,2023-05-31,2023-06-10,2023-06-07,1,2,600.26,1200.53,0.0,605.65,1211.3,1200.53
50321013,218,-1,414,2023-05-31,2023-06-10,2023-06-07,1,4,149.03,596.12,0.0,110.28,441.13,596.12
50321014,218,-1,329,2023-05-31,2023-06-10,2023-06-07,1,3,469.79,1409.38,0.0,486.71,1460.12,1409.38
50321015,218,-1,381,2023-05-31,2023-06-10,2023-06-07,1,2,600.26,1200.53,0.0,605.65,1211.3,1200.53
50321016,218,-1,370,2023-05-31,2023-06-10,2023-06-07,1,3,1466.01,4398.03,0.0,1518.79,4556.36,4398.03
50321017,218,-1,341,2023-05-31,2023-06-10,2023-06-07,1,1,469.79,469.79,0.0,486.71,486.71,469.79
50321018,218,-1,383,2023-05-31,2023-06-10,2023-06-07,1,4,600.26,2401.05,0.0,605.65,2422.6,2401.05
50321019,218,-1,417,2023-05-31,2023-06-10,2023-06-07,1,1,324.45,324.45,0.0,300.12,300.12,324.45
50321020,218,-1,333,2023-05-31,2023-06-10,2023-06-07,1,4,469.79,1879.18,0.0,486.71,1946.83,1879.18
50321021,218,-1,422,2023-05-31,2023-06-10,2023-06-07,1,4,67.54,270.16,0.0,49.98,199.92,270.16
50321022,218,-1,389,2023-05-31,2023-06-10,2023-06-07,1,5,600.26,3001.31,0.0,605.65,3028.25,3001.31
50321023,218,-1,335,2023-05-31,2023-06-10,2023-06-07,1,2,469.79,939.59,0.0,486.71,973.41,939.59
50321024,218,-1,265,2023-05-31,2023-06-10,2023-06-07,1,2,202.33,404.66,0.0,187.16,374.31,404.66
50321025,218,-1,323,2023-05-31,2023-06-10,2023-06-07,1,1,469.79,469.79,0.0,486.71,486.71,469.79
50321026,218,-1,435,2023-05-31,2023-06-10,2023-06-07,1,2,324.45,648.91,0.0,300.12,600.24,648.91
50321027,218,-1,379,2023-05-31,2023-06-10,2023-06-07,1,2,1308.94,2617.88,0.0,1320.68,2641.37,2617.88
50321028,218,-1,263,2023-05-31,2023-06-10,2023-06-07,1,3,202.33,607.0,0.0,187.16,561.47,607.0
50321029,218,-1,368,2023-05-31,2023-06-10,2023-06-07,1,4,1466.01,5864.04,0.0,1518.79,6075.15,5864.04
50321030,218,-1,327,2023-05-31,2023-06-10,2023-06-07,1,3,469.79,1409.38,0.0,486.71,1460.12,1409.38
50322001,546,-1,458,2023-05-31,2023-06-10,2023-06-07,3,4,44.99,179.98,0.0,30.93,123.73,179.98
50322002,546,-1,468,2023-05-31,2023-06-10,2023-06-07,3,4,22.79,91.18,0.0,15.67,62.68,91.18
50322003,546,-1,362,2023-05-31,2023-06-10,2023-06-07,3,7,1229.46,8606.21,0.0,1105.81,7740.67,8606.21
50322004,546,-1,428,2023-05-31,2023-06-10,2023-06-07,3,6,209.26,1255.54,0.0,185.82,1114.92,1255.54
50322005,546,-1,419,2023-05-31,2023-06-10,2023-06-07,3,1,52.65,52.65,0.0,38.96,38.96,52.65
50322006,546,-1,409,2023-05-31,2023-06-10,2023-06-07,3,2,209.26,418.51,0.0,185.82,371.64,418.51
50322007,546,-1,233,2023-05-31,2023-06-10,2023-06-07,3,1,28.84,28.84,0.0,29.08,29.08,28.84
50322008,546,-1,236,2023-05-31,2023-06-10,2023-06-07,3,4,28.84,115.36,0.0,29.08,116.32,115.36
50322009,546,-1,469,2023-05-31,2023-06-10,2023-06-07,3,9,22.79,205.15,0.0,15.67,141.04,205.15
50322010,546,-1,216,2023-05-31,2023-06-10,2023-06-07,3,4,20.19,80.75,0.0,13.88,55.51,80.75
50322011,546,-1,352,2023-05-31,2023-06-10,2023-06-07,3,9,1242.85,11185.67,0.0,1117.86,10060.7,11185.67
50322012,546,-1,470,2023-05-31,2023-06-10,2023-06-07,3,19,20.89,397.0,0.0,15.67,297.75,377.15
50322013,546,-1,213,2023-05-31,2023-06-10,2023-06-07,3,6,20.19,121.12,0.0,13.88,83.27,121.12
50322014,546,-1,354,2023-05-31,2023-06-10,2023-06-07,3,4,1242.85,4971.41,0.0,1117.86,4471.42,4971.41
50322015,546,-1,399,2023-05-31,2023-06-10,2023-06-07,3,3,33.77,101.32,0.0,24.99,74.98,101.32
50322016,546,-1,366,2023-05-31,2023-06-10,2023-06-07,3,5,647.99,3239.97,0.0,598.44,2992.18,3239.97
50322017,546,-1,221,2023-05-31,2023-06-10,2023-06-07,3,4,20.19,80.75,0.0,13.88,55.51,80.75
50322018,546,-1,401,2023-05-31,2023-06-10,2023-06-07,3,2,65.6,131.2,0.0,48.55,97.09,131.2
50322019,546,-1,367,2023-05-31,2023-06-10,2023-06-07,3,9,647.99,5831.95,0.0,598.44,5385.92,5831.95
50322020,546,-1,224,2023-05-31,2023-06-10,2023-06-07,3,4,5.19,20.75,0.0,5.23,20.92,20.75
50322021,546,-1,308,2023-05-31,2023-06-10,2023-06-07,3,2,744.27,1488.55,0.0,660.91,1321.83,1488.55
50322022,546,-1,360,2023-05-31,2023-06-10,2023-06-07,3,4,1229.46,4917.84,0.0,1105.81,4423.24,4917.84
50322023,546,-1,456,2023-05-31,2023-06-10,2023-06-07,3,2,44.99,89.99,0.0,30.93,61.87,89.99
50322024,546,-1,453,2023-05-31,2023-06-10,2023-06-07,3,3,35.99,107.98,0.0,24.75,74.24,107.98
50322025,546,-1,459,2023-05-31,2023-06-10,2023-06-07,3,4,53.99,215.98,0.0,37.12,148.48,215.98
50322026,546,-1,364,2023-05-31,2023-06-10,2023-06-07,3,7,647.99,4535.96,0.0,598.44,4189.05,4535.96
50322027,546,-1,464,2023-05-31,2023-06-10,2023-06-07,3,2,14.13,28.26,0.0,9.71,19.43,28.26
50322028,546,-1,448,2023-05-31,2023-06-10,2023-06-07,3,2,11.99,23.99,0.0,8.25,16.49,23.99
50322029,546,-1,411,2023-05-31,2023-06-10,2023-06-07,3,7,125.42,877.91,0.0,92.81,649.65,877.91
50322030,546,-1,365,2023-05-31,2023-06-10,2023-06-07,3,6,647.99,3887.96,0.0,598.44,3590.61,3887.96
50322031,546,-1,460,2023-05-31,2023-06-10,2023-06-07,3,4,53.99,215.98,0.0,37.12,148.48,215.98
50322032,546,-1,447,2023-05-31,2023-06-10,2023-06-07,3,3,15.0,45.0,0.0,10.31,30.94,45.0
50322033,546,-1,421,2023-05-31,2023-06-10,2023-06-07,3,1,196.33,196.33,0.0,145.28,145.28,196.33
50322034,546,-1,427,2023-05-31,2023-06-10,2023-06-07,3,2,209.26,418.51,0.0,185.82,371.64,418.51
50322035,546,-1,412,2023-05-31,2023-06-10,2023-06-07,3,3,180.13,540.39,0.0,133.3,399.89,540.39
50322036,546,-1,358,2023-05-31,2023-06-10,2023-06-07,3,7,1229.46,8606.21,0.0,1105.81,7740.67,8606.21
50322037,546,-1,420,2023-05-31,2023-06-10,2023-06-07,3,1,141.62,141.62,0.0,104.8,104.8,141.62
50322038,546,-1,297,2023-05-31,2023-06-10,2023-06-07,3,4,736.15,2944.58,0.0,653.7,2614.79,2944.58
50322039,546,-1,356,2023-05-31,2023-06-10,2023-06-07,3,4,1242.85,4971.41,0.0,1117.86,4471.42,4971.41
50322040,546,-1,230,2023-05-31,2023-06-10,2023-06-07,3,4,28.84,115.36,0.0,29.08,116.32,115.36
50322041,546,-1,410,2023-05-31,2023-06-10,2023-06-07,3,4,36.45,145.79,0.0,26.97,107.88,145.79
50658001,277,-1,343,2023-06-01,2023-06-11,2023-06-08,4,3,469.79,1409.38,0.0,486.71,1460.12,1409.38
50658002,277,-1,327,2023-06-01,2023-06-11,2023-06-08,4,6,469.79,2818.76,0.0,486.71,2920.24,2818.76
50658003,277,-1,323,2023-06-01,2023-06-11,2023-06-08,4,4,469.79,1879.18,0.0,486.71,1946.83,1879.18
50659001,562,-1,470,2023-06-01,2023-06-11,2023-06-08,3,3,22.79,68.38,0.0,15.67,47.01,68.38
50659002,562,-1,360,2023-06-01,2023-06-11,2023-06-08,3,1,1229.46,1229.46,0.0,1105.81,1105.81,1229.46
50660001,388,-1,468,2023-06-01,2023-06-11,2023-06-08,6,1,22.79,22.79,0.0,15.67,15.67,22.79
50661001,149,-1,354,2023-06-01,2023-06-11,2023-06-08,3,5,1242.85,6214.26,0.0,1117.86,5589.28,6214.26
50661002,149,-1,421,2023-06-01,2023-06-11,2023-06-08,3,1,196.33,196.33,0.0,145.28,145.28,196.33
50661003,149,-1,469,2023-06-01,2023-06-11,2023-06-08,3,4,22.79,91.18,0.0,15.67,62.68,91.18
50661004,149,-1,420,2023-06-01,2023-06-11,2023-06-08,3,2,141.62,283.23,0.0,104.8,209.59,283.23
50661005,149,-1,458,2023-06-01,2023-06-11,2023-06-08,3,6,44.99,269.96,0.0,30.93,185.6,269.96
50661006,149,-1,362,2023-06-01,2023-06-11,2023-06-08,3,2,1229.46,2458.92,0.0,1105.81,2211.62,2458.92
50661007,149,-1,399,2023-06-01,2023-06-11,2023-06-08,3,1,33.77,33.77,0.0,24.99,24.99,33.77
50661008,149,-1,410,2023-06-01,2023-06-11,2023-06-08,3,1,36.45,36.45,0.0,26.97,26.97,36.45
50661009,149,-1,419,2023-06-01,2023-06-11,2023-06-08,3,3,52.65,157.94,0.0,38.96,116.88,157.94
50661010,149,-1,456,2023-06-01,2023-06-11,2023-06-08,3,3,44.99,134.98,0.0,30.93,92.8,134.98
50661011,149,-1,428,2023-06-01,2023-06-11,2023-06-08,3,1,209.26,209.26,0.0,185.82,185.82,209.26
50661012,149,-1,216,2023-06-01,2023-06-11,2023-06-08,3,1,20.19,20.19,0.0,13.88,13.88,20.19
50661013,149,-1,409,2023-06-01,2023-06-11,2023-06-08,3,4,209.26,837.02,0.0,185.82,743.28,837.02
50661014,149,-1,365,2023-06-01,2023-06-11,2023-06-08,3,2,647.99,1295.99,0.0,598.44,1196.87,1295.99
50661015,149,-1,352,2023-06-01,2023-06-11,2023-06-08,3,2,1242.85,2485.7,0.0,1117.86,2235.71,2485.7
50661016,149,-1,233,2023-06-01,2023-06-11,2023-06-08,3,4,28.84,115.36,0.0,29.08,116.32,115.36
50661017,149,-1,470,2023-06-01,2023-06-11,2023-06-08,3,6,22.79,136.76,0.0,15.67,94.03,136.76
50661018,149,-1,213,2023-06-01,2023-06-11,2023-06-08,3,5,20.19,100.93,0.0,13.88,69.39,100.93
50661019,149,-1,297,2023-06-01,2023-06-11,2023-06-08,3,2,736.15,1472.29,0.0,653.7,1307.39,1472.29
50661020,149,-1,427,2023-06-01,2023-06-11,2023-06-08,3,2,209.26,418.51,0.0,185.82,371.64,418.51
50661021,149,-1,360,2023-06-01,2023-06-11,2023-06-08,3,4,1229.46,4917.84,0.0,1105.81,4423.24,4917.84
50661022,149,-1,356,2023-06-01,2023-06-11,2023-06-08,3,1,1242.85,1242.85,0.0,1117.86,1117.86,1242.85
50661023,149,-1,411,2023-06-01,2023-06-11,2023-06-08,3,1,125.42,125.42,0.0,92.81,92.81,125.42
50661024,149,-1,221,2023-06-01,2023-06-11,2023-06-08,3,8,20.19,161.49,0.0,13.88,111.03,161.49
50661025,149,-1,401,2023-06-01,2023-06-11,2023-06-08,3,1,65.6,65.6,0.0,48.55,48.55,65.6
50661026,149,-1,224,2023-06-01,2023-06-11,2023-06-08,3,4,5.19,20.75,0.0,5.23,20.92,20.75
50661027,149,-1,367,2023-06-01,2023-06-11,2023-06-08,3,3,647.99,1943.98,0.0,598.44,1795.31,1943.98
50661028,149,-1,366,2023-06-01,2023-06-11,2023-06-08,3,1,647.99,647.99,0.0,598.44,598.44,647.99
50661029,149,-1,308,2023-06-01,2023-06-11,2023-06-08,3,1,744.27,744.27,0.0,660.91,660.91,744.27
50661030,149,-1,358,2023-06-01,2023-06-11,2023-06-08,3,2,1229.46,2458.92,0.0,1105.81,2211.62,2458.92
50661031,149,-1,460,2023-06-01,2023-06-11,2023-06-08,3,4,53.99,215.98,0.0,37.12,148.48,215.98
50662001,340,-1,356,2023-06-01,2023-06-11,2023-06-08,10,6,1242.85,7457.11,0.0,1117.86,6707.14,7457.11
50662002,340,-1,409,2023-06-01,2023-06-11,2023-06-08,10,1,209.26,209.26,0.0,185.82,185.82,209.26
50662003,340,-1,411,2023-06-01,2023-06-11,2023-06-08,10,3,125.42,376.25,0.0,92.81,278.42,376.25
50662004,340,-1,399,2023-06-01,2023-06-11,2023-06-08,10,1,33.77,33.77,0.0,24.99,24.99,33.77
50662005,340,-1,362,2023-06-01,2023-06-11,2023-06-08,10,2,1229.46,2458.92,0.0,1105.81,2211.62,2458.92
50662006,340,-1,401,2023-06-01,2023-06-11,2023-06-08,10,3,65.6,196.81,0.0,48.55,145.64,196.81
50662007,340,-1,364,2023-06-01,2023-06-11,2023-06-08,10,2,647.99,1295.99,0.0,598.44,1196.87,1295.99
50662008,340,-1,366,2023-06-01,2023-06-11,2023-06-08,10,3,647.99,1943.98,0.0,598.44,1795.31,1943.98
50662009,340,-1,420,2023-06-01,2023-06-11,2023-06-08,10,2,141.62,283.23,0.0,104.8,209.59,283.23
50662010,340,-1,470,2023-06-01,2023-06-11,2023-06-08,10,13,22.03,286.44,0.0,15.67,203.72,280.72
50662011,340,-1,358,2023-06-01,2023-06-11,2023-06-08,10,4,1229.46,4917.84,0.0,1105.81,4423.24,4917.84
50662012,340,-1,421,2023-06-01,2023-06-11,2023-06-08,10,3,196.33,588.99,0.0,145.28,435.85,588.99
50662013,340,-1,360,2023-06-01,2023-06-11,2023-06-08,10,2,1229.46,2458.92,0.0,1105.81,2211.62,2458.92
50662014,340,-1,427,2023-06-01,2023-06-11,2023-06-08,10,1,209.26,209.26,0.0,185.82,185.82,209.26
50662015,340,-1,469,2023-06-01,2023-06-11,2023-06-08,10,4,22.79,91.18,0.0,15.67,62.68,91.18
50662016,340,-1,352,2023-06-01,2023-06-11,2023-06-08,10,5,1242.85,6214.26,0.0,1117.86,5589.28,6214.26
50662017,340,-1,367,2023-06-01,2023-06-11,2023-06-08,10,2,647.99,1295.99,0.0,598.44,1196.87,1295.99
50662018,340,-1,428,2023-06-01,2023-06-11,2023-06-08,10,3,209.26,627.77,0.0,185.82,557.46,627.77
50662019,340,-1,410,2023-06-01,2023-06-11,2023-06-08,10,1,36.45,36.45,0.0,26.97,26.97,36.45
50662020,340,-1,365,2023-06-01,2023-06-11,2023-06-08,10,1,647.99,647.99,0.0,598.44,598.44,647.99
50662021,340,-1,308,2023-06-01,2023-06-11,2023-06-08,10,1,744.27,744.27,0.0,660.91,660.91,744.27
50662022,340,-1,297,2023-06-01,2023-06-11,2023-06-08,10,2,736.15,1472.29,0.0,653.7,1307.39,1472.29
50662023,340,-1,464,2023-06-01,2023-06-11,2023-06-08,10,2,14.13,28.26,0.0,9.71,19.43,28.26
50662024,340,-1,419,2023-06-01,2023-06-11,2023-06-08,10,2,52.65,105.29,0.0,38.96,77.92,105.29
50663001,24,-1,331,2023-06-01,2023-06-11,2023-06-08,4,8,469.79,3758.35,0.0,486.71,3893.65,3758.35
50663002,24,-1,375,2023-06-01,2023-06-11,2023-06-08,4,3,1308.94,3926.81,0.0,1320.68,3962.05,3926.81
50663003,24,-1,414,2023-06-01,2023-06-11,2023-06-08,4,5,149.03,745.16,0.0,110.28,551.41,745.16
50663004,24,-1,263,2023-06-01,2023-06-11,2023-06-08,4,4,202.33,809.33,0.0,187.16,748.63,809.33
50663005,24,-1,445,2023-06-01,2023-06-11,2023-06-08,4,5,35.99,179.97,0.0,24.75,123.73,179.97
50663006,24,-1,343,2023-06-01,2023-06-11,2023-06-08,4,10,469.79,4697.94,0.0,486.71,4867.07,4697.94
50663007,24,-1,286,2023-06-01,2023-06-11,2023-06-08,4,2,183.94,367.88,0.0,170.14,340.29,367.88
50663008,24,-1,333,2023-06-01,2023-06-11,2023-06-08,4,12,454.13,5449.61,0.0,486.71,5840.48,5340.62
50663009,24,-1,435,2023-06-01,2023-06-11,2023-06-08,4,1,324.45,324.45,0.0,300.12,300.12,324.45
50663010,24,-1,433,2023-06-01,2023-06-11,2023-06-08,4,2,324.45,648.91,0.0,300.12,600.24,648.91
50663011,24,-1,221,2023-06-01,2023-06-11,2023-06-08,4,14,19.51,273.19,0.0,13.88,194.29,267.73
50663012,24,-1,458,2023-06-01,2023-06-11,2023-06-08,4,15,41.24,618.67,0.0,30.93,464.0,587.73
50663013,24,-1,239,2023-06-01,2023-06-11,2023-06-08,4,3,780.82,2342.45,0.0,722.26,2166.77,2342.45
50663014,24,-1,224,2023-06-01,2023-06-11,2023-06-08,4,14,5.01,70.19,0.0,5.23,73.22,68.79
50663015,24,-1,422,2023-06-01,2023-06-11,2023-06-08,4,3,67.54,202.62,0.0,49.98,149.94,202.62
50663016,24,-1,368,2023-06-01,2023-06-11,2023-06-08,4,4,1466.01,5864.04,0.0,1518.79,6075.15,5864.04
50663017,24,-1,327,2023-06-01,2023-06-11,2023-06-08,4,11,454.13,4995.48,0.0,486.71,5353.77,4895.57
50663018,24,-1,457,2023-06-01,2023-06-11,2023-06-08,4,9,44.99,404.95,0.0,30.93,278.4,404.95
50663019,24,-1,448,2023-06-01,2023-06-11,2023-06-08,4,10,11.99,119.94,0.0,8.25,82.46,119.94
50663020,24,-1,271,2023-06-01,2023-06-11,2023-06-08,4,5,202.33,1011.66,0.0,187.16,935.79,1011.66
50663021,24,-1,377,2023-06-01,2023-06-11,2023-06-08,4,3,1308.94,3926.81,0.0,1320.68,3962.05,3926.81
50663022,24,-1,216,2023-06-01,2023-06-11,2023-06-08,4,16,18.5,296.07,0.0,13.88,222.05,281.27
50663023,24,-1,329,2023-06-01,2023-06-11,2023-06-08,4,17,430.64,7320.96,0.0,486.71,8274.01,6954.91
50663024,24,-1,265,2023-06-01,2023-06-11,2023-06-08,4,5,202.33,1011.66,0.0,187.16,935.79,1011.66
50663025,24,-1,459,2023-06-01,2023-06-11,2023-06-08,4,9,53.99,485.95,0.0,37.12,334.09,485.95
50663026,24,-1,236,2023-06-01,2023-06-11,2023-06-08,4,5,28.84,144.2,0.0,29.08,145.4,144.2
50663027,24,-1,242,2023-06-01,2023-06-11,2023-06-08,4,1,780.82,780.82,0.0,722.26,722.26,780.82
50663028,24,-1,456,2023-06-01,2023-06-11,2023-06-08,4,13,43.49,565.42,0.0,30.93,402.13,554.12
50663029,24,-1,464,2023-06-01,2023-06-11,2023-06-08,4,19,12.95,246.08,0.0,9.71,184.56,233.77
50663030,24,-1,447,2023-06-01,2023-06-11,2023-06-08,4,12,14.5,174.0,0.0,10.31,123.75,170.52
50663031,24,-1,369,2023-06-01,2023-06-11,2023-06-08,4,2,1466.01,2932.02,0.0,1518.79,3037.57,2932.02
50663032,24,-1,273,2023-06-01,2023-06-11,2023-06-08,4,5,202.33,1011.66,0.0,187.16,935.79,1011.66
50663033,24,-1,233,2023-06-01,2023-06-11,2023-06-08,4,10,28.84,288.4,0.0,29.08,290.81,288.4
50663034,24,-1,383,2023-06-01,2023-06-11,2023-06-08,4,4,600.26,2401.05,0.0,605.65,2422.6,2401.05
50663035,24,-1,454,2023-06-01,2023-06-11,2023-06-08,4,6,35.99,215.96,0.0,24.75,148.48,215.96
50663036,24,-1,213,2023-06-01,2023-06-11,2023-06-08,4,10,20.19,201.87,0.0,13.88,138.78,201.87
50663037,24,-1,339,2023-06-01,2023-06-11,2023-06-08,4,4,469.79,1879.18,0.0,486.71,1946.83,1879.18
